month;date;team1;runs1;team2;runs2
April;2;Yankees;3;Rays;7
April;2;Giants;5;D-backs;6
April;2;Cubs;3;Cardinals;4
April;3;Marlins;2;Nationals;4
April;3;Braves;0;Mets;6
April;3;Pirates;3;Red Sox;5
April;3;Rockies;7;Brewers;5
April;3;Blue Jays;2;Orioles;3
April;3;Royals;1;Twins;7
April;3;Phillies;4;Reds;3
April;3;Padres;3;Dodgers;14
April;3;Indians;8;Rangers;5
April;3;Mariners;0;Astros;3
April;3;Angels;2;Athletics;4
April;4;Tigers;6;White Sox;3
April;4;Yankees;5;Rays;0
April;4;Rockies;6;Brewers;5
April;4;Indians;4;Rangers;3
April;4;Mariners;1;Astros;2
April;4;Cubs;2;Cardinals;1
April;4;Giants;8;D-backs;4
April;4;Angels;7;Athletics;6
April;4;Padres;4;Dodgers;0
April;5;Royals;1;Twins;9
April;5;Marlins;4;Nationals;6
April;5;Blue Jays;1;Orioles;3
April;5;Braves;3;Mets;1
April;5;Yankees;1;Rays;4
April;5;Phillies;0;Reds;2
April;5;Pirates;0;Red Sox;3
April;5;Indians;9;Rangers;6
April;5;Rockies;1;Brewers;6
April;5;Mariners;3;Astros;5
April;5;Giants;6;D-backs;8
April;5;Angels;5;Athletics;0
April;5;Padres;1;Dodgers;3
April;6;Phillies;4;Reds;7
April;6;Royals;3;Twins;5
April;6;Rockies;2;Brewers;1
April;6;Cubs;6;Cardinals;4
April;6;Tigers;2;White Sox;11
April;6;Padres;2;Dodgers;10
April;6;Angels;1;Athletics;5
April;6;Marlins;4;Nationals;3
April;6;Braves;2;Mets;6
April;6;Blue Jays;5;Rays;2
April;6;Mariners;4;Astros;2
April;6;Giants;3;D-backs;9
April;7;Braves;4;Pirates;5
April;7;Red Sox;5;Tigers;6
April;7;Nationals;7;Phillies;6
April;7;Dodgers;1;Rockies;2
April;7;Giants;6;Padres;7
April;7;Yankees;5;Orioles;6
April;7;Marlins;7;Mets;2
April;7;Blue Jays;8;Rays;10
April;7;Athletics;5;Rangers;10
April;7;Cubs;1;Brewers;2
April;7;Royals;5;Astros;1
April;7;Twins;3;White Sox;1
April;7;Reds;2;Cardinals;0
April;7;Indians;3;D-backs;7
April;7;Mariners;1;Angels;5
April;8;Red Sox;1;Tigers;4
April;8;Twins;2;White Sox;6
April;8;Reds;4;Cardinals;10
April;8;Yankees;4;Orioles;5
April;8;Blue Jays;2;Rays;3
April;8;Braves;4;Pirates;6
April;8;Nationals;3;Phillies;17
April;8;Cubs;11;Brewers;6
April;8;Royals;7;Astros;3
April;8;Marlins;8;Mets;1
April;8;Athletics;6;Rangers;1
April;8;Indians;2;D-backs;11
April;8;Dodgers;2;Rockies;4
April;8;Giants;1;Padres;2
April;8;Mariners;4;Angels;5
April;9;Red Sox;7;Tigers;5
April;9;Blue Jays;2;Rays;7
April;9;Braves;5;Pirates;6
April;9;Yankees;7;Orioles;3
April;9;Nationals;3;Phillies;4
April;9;Cubs;7;Brewers;4
April;9;Royals;4;Astros;5
April;9;Twins;4;White Sox;1
April;9;Reds;8;Cardinals;0
April;9;Athletics;1;Rangers;8
April;9;Dodgers;10;Rockies;6
April;9;Mariners;9;Angels;10
April;9;Indians;2;D-backs;3
April;9;Giants;5;Padres;3
April;9;Marlins;2;Mets;5
April;10;Rays;1;Yankees;8
April;10;Red Sox;1;Tigers;2
April;10;Athletics;2;Royals;0
April;10;D-backs;1;Giants;4
April;10;Astros;0;Mariners;6
April;10;Reds;7;Pirates;1
April;10;Mets;4;Phillies;3
April;10;Cardinals;6;Nationals;14
April;10;Dodgers;2;Cubs;3
April;10;Padres;5;Rockies;3
April;11;Twins;1;Tigers;2
April;11;White Sox;1;Indians;2
April;11;Reds;6;Pirates;2
April;11;Mets;14;Phillies;4
April;11;Cardinals;3;Nationals;8
April;11;Brewers;4;Blue Jays;3
April;11;Braves;4;Marlins;8
April;11;Orioles;1;Red Sox;8
April;11;Padres;2;Rockies;3
April;11;Rangers;5;Angels;6
April;11;Astros;7;Mariners;5
April;11;D-backs;4;Giants;3
April;12;Rays;4;Yankees;8
April;12;Twins;3;Tigers;5
April;12;Padres;6;Rockies;0
April;12;Cardinals;6;Nationals;1
April;12;White Sox;2;Indians;1
April;12;Reds;9;Pirates;2
April;12;Mets;5;Phillies;4
April;12;Brewers;2;Blue Jays;0
April;12;Braves;5;Marlins;4
April;12;Orioles;12;Red Sox;5
April;12;Dodgers;2;Cubs;0
April;12;Athletics;8;Royals;3
April;12;Rangers;8;Angels;3
April;12;Astros;10;Mariners;5
April;12;D-backs;2;Giants;6
April;13;Twins;11;Tigers;5
April;13;Pirates;3;Red Sox;4
April;13;Dodgers;0;Cubs;4
April;13;Rangers;8;Angels;3
April;13;White Sox;10;Indians;4
April;13;Rays;2;Yankees;3
April;13;Orioles;2;Blue Jays;1
April;13;Brewers;5;Reds;1
April;13;Mets;9;Marlins;8
April;13;Athletics;1;Royals;3
April;13;Rockies;3;Giants;1
April;14;Pirates;4;Cubs;2
April;14;Phillies;2;Nationals;3
April;14;Cardinals;3;Yankees;4
April;14;Orioles;6;Blue Jays;4
April;14;Tigers;7;Indians;6
April;14;Brewers;10;Reds;4
April;14;Mets;2;Marlins;3
April;14;Rays;10;Red Sox;5
April;14;Padres;2;Braves;5
April;14;White Sox;2;Twins;1
April;14;Angels;1;Royals;7
April;14;Astros;7;Athletics;2
April;14;D-backs;1;Dodgers;7
April;14;Rangers;1;Mariners;2
April;14;Rockies;2;Giants;8
April;15;Phillies;4;Nationals;2
April;15;Cardinals;2;Yankees;3
April;15;Orioles;1;Blue Jays;2
April;15;Brewers;5;Reds;7
April;15;White Sox;0;Twins;6
April;15;Pirates;8;Cubs;7
April;15;Rockies;5;Giants;0
April;15;Astros;10;Athletics;6
April;15;Rays;1;Red Sox;2
April;15;Tigers;6;Indians;13
April;15;Mets;4;Marlins;5
April;15;Padres;2;Braves;4
April;15;Angels;2;Royals;3
April;15;D-backs;4;Dodgers;8
April;15;Rangers;0;Mariners;5
April;16;Orioles;11;Blue Jays;4
April;16;Tigers;4;Indians;1
April;16;Brewers;4;Reds;2
April;16;Mets;2;Marlins;4
April;16;Phillies;4;Nationals;6
April;16;Padres;2;Braves;9
April;16;Rays;5;Red Sox;7
April;16;Angels;0;Royals;1
April;16;Pirates;6;Cubs;1
April;16;Rockies;4;Giants;3
April;16;D-backs;3;Dodgers;1
April;16;White Sox;3;Twins;1
April;16;Rangers;7;Mariners;8
April;16;Cardinals;3;Yankees;9
April;17;Rays;3;Red Sox;4
April;17;White Sox;4;Yankees;7
April;17;Pirates;1;Cardinals;2
April;17;Padres;4;Braves;5
April;17;Brewers;6;Cubs;3
April;17;Indians;3;Twins;1
April;17;Angels;0;Astros;3
April;17;Rangers;7;Athletics;0
April;17;D-backs;4;Dodgers;2
April;17;Marlins;1;Mariners;6
April;18;White Sox;4;Yankees;1
April;18;Red Sox;8;Blue Jays;7
April;18;Orioles;3;Reds;9
April;18;Tigers;1;Rays;5
April;18;Phillies;6;Mets;2
April;18;Nationals;3;Braves;1
April;18;Brewers;7;Cubs;9
April;18;Indians;11;Twins;4
April;18;Angels;5;Astros;2
April;18;Pirates;1;Cardinals;2
April;18;Giants;2;Royals;1
April;18;Rangers;2;Athletics;4
April;18;D-backs;11;Padres;2
April;18;Rockies;4;Dodgers;3
April;18;Marlins;5;Mariners;0
April;19;Pirates;1;Cardinals;2
April;19;Brewers;4;Cubs;7
April;19;Rangers;1;Athletics;9
April;19;Marlins;5;Mariners;10
April;19;White Sox;1;Yankees;9
April;19;Red Sox;0;Blue Jays;3
April;19;Orioles;2;Reds;0
April;19;Tigers;7;Rays;8
April;19;Phillies;4;Mets;5
April;19;Nationals;14;Braves;4
April;19;Angels;1;Astros;5
April;19;Giants;0;Royals;2
April;19;D-backs;0;Padres;1
April;19;Rockies;2;Dodgers;4
April;20;Red Sox;4;Blue Jays;1
April;20;Indians;6;Twins;2
April;20;Tigers;1;Rays;8
April;20;Angels;1;Astros;2
April;20;Orioles;2;Reds;1
April;20;Phillies;6;Mets;4
April;20;Nationals;3;Braves;2
April;20;Royals;0;Rangers;1
April;20;Cardinals;5;Brewers;7
April;20;D-backs;1;Padres;4
April;20;Mariners;6;Athletics;9
April;21;Braves;3;Phillies;4
April;21;Red Sox;0;Orioles;2
April;21;Yankees;3;Pirates;6
April;21;Cubs;6;Reds;5
April;21;Astros;6;Rays;3
April;21;Nationals;4;Mets;3
April;21;Royals;2;Rangers;6
April;21;Indians;3;White Sox;0
April;21;Tigers;3;Twins;6
April;21;Cardinals;6;Brewers;3
April;21;Giants;5;Rockies;6
April;21;Dodgers;5;D-backs;13
April;21;Mariners;1;Athletics;3
April;21;Blue Jays;8;Angels;7
April;21;Marlins;3;Padres;5
April;22;Cubs;12;Reds;8
April;22;Tigers;5;Twins;4
April;22;Yankees;11;Pirates;5
April;22;Mariners;3;Athletics;4
April;22;Nationals;3;Mets;1
